Make,Model,Total.Injuries
Ab Sportine Aviacija,GENESIS 2,1.0
Ab Sportine Aviacija,Genesis 2,1.0
Abbott,GYROPLANE,0.0
Abbott,Glasair Legend,0.0
Abbott,RAF 2000,0.0
Abc,ABC 60 PLUS,0.0
Abernathy,LONG-EZ,1.0
Abernathy,STREAKER,0.0
Abraham J G Ii/erickson K,ONE DESIGN,0.0
Abrams,TITAN TORNADO,1.0
Abrams/nuding,QUICKIE Q2,2.0
Abruzzo,Grom-1,1.0
Ac Mfg & Dev't Co,CH 2000,0.0
Aces High,CUBY B,1.0
Ackert,Dakota Hawk DH23,0.0
Acro Sport,ACRO SPORT,0.0
Acro Sport,Acroduster II SA750,0.0
Acro Sport,II,0.0
Acroduster,II,1.0
Acroduster,SA-750,1.0
Adams,A-60,3.0
Adams,A55,2.0
Adams,A55S,10.0
Adams,A60S,1.0
Adams,AB,2.0
Adams,AX-9,4.0
Adams,Airborne Australia O,1.0
Adams,BOREDOM FIGHTER,0.0
Adams,KITFOX,1.0
Adams,ROTORWAY EXEC-90,0.0
Adams,RV-6A,1.0
Adams,SONERAI II,1.0
Adams,THORPE T-18,1.0
Adams,UNKNOWN,3.0
Adams Balloon,A55,1.0
Adams William C,QUICKIE Q1,0.0
Adkins,Ridge Runner II,1.0
Adler,SA-1,1.0
Adolfson,STARDUSTER SA300,2.0
Adolphson,CCK-1865,0.0
Adrian Davis,LONG-EZ,1.0
Advance Aviation,BUCCANEER II,1.0
Advanced Acft,WACO 10 GXE,2.0
Advanced Aviation,BUCCANEER SX B1B-503,1.0
Advanced Technology,PREDATOR 480,1.0
Advanced Technology,ULTRA SPORT 254,1.0
Adventura,II,1.0
Advertising MGMT & Consulting,Velocity Super XLRG5,5.0
"Aegerter, Simon",VELOCITY 173E-RG,0.0
Aerial Productions Intl. Inc.,Acrojet Special,1.0
Aermacchi,Bosbok AM 3-C,0.0
Aero Adventure,Aventura UL,1.0
Aero Bristell,Bristell LSA,2.0
Aero Commander,100,28.0
Aero Commander,100-180,18.0
Aero Commander,112,19.0
Aero Commander,1121,6.0
Aero Commander,112A,0.0
Aero Commander,112TC,0.0
Aero Commander,114-B,1.0
Aero Commander,200,2.0
Aero Commander,200D,8.0
Aero Commander,500,12.0
Aero Commander,500-698,4.0
Aero Commander,500-A,0.0
Aero Commander,500-B,17.0
Aero Commander,500-S,7.0
Aero Commander,500A,6.0
Aero Commander,500B,19.0
Aero Commander,500S,27.0
Aero Commander,500U,1.0
Aero Commander,520,9.0
Aero Commander,560,4.0
Aero Commander,560-A,4.0
Aero Commander,560-F,8.0
Aero Commander,560A,5.0
Aero Commander,560E,4.0
Aero Commander,560F,1.0
Aero Commander,580,0.0
Aero Commander,600,0.0
Aero Commander,600 S-2D,1.0
Aero Commander,600S-20,0.0
Aero Commander,680,13.0
Aero Commander,680 FL,3.0
Aero Commander,680 FPL,1.0
Aero Commander,680-E,0.0
Aero Commander,680-F,2.0
Aero Commander,680-FP,1.0
Aero Commander,680E,4.0
Aero Commander,680F,4.0
Aero Commander,680FL,9.0
Aero Commander,680FL P,2.0
Aero Commander,680FLP,3.0
Aero Commander,680T,2.0
Aero Commander,680V,3.0
Aero Commander,680W,2.0
Aero Commander,681,8.0
Aero Commander,681B,0.0
Aero Commander,685,11.0
Aero Commander,690,6.0
Aero Commander,690A,27.0
Aero Commander,690B,1.0
Aero Commander,690C,0.0
Aero Commander,695,0.0
Aero Commander,700,0.0
Aero Commander,720,4.0
Aero Commander,840,7.0
Aero Commander,A-9,1.0
Aero Commander,A-98,1.0
Aero Commander,A-9B,1.0
Aero Commander,AC-100,2.0
Aero Commander,AC-100-180,1.0
Aero Commander,AC-500A,2.0
Aero Commander,AC-500B,0.0
Aero Commander,AC-685,5.0
Aero Commander,AC-690,0.0
Aero Commander,AC200D (Meyers),3.0
Aero Commander,AC50,0.0
Aero Commander,CALAIR A-9B,2.0
Aero Commander,CALAIR A9B,1.0
Aero Commander,CALLAIR A-9,3.0
Aero Commander,CALLAIR A-9A,2.0
Aero Commander,CALLAIR A-9B,1.0
Aero Commander,CALLAIR A9-B,0.0
Aero Commander,CALLAIR A9B,0.0
Aero Commander,CALLAIR B-1A,0.0
Aero Commander,Callair A-9B,2.0
Aero Commander,GA-500-B,0.0
Aero Commander,LARK 100-180,0.0
Aero Commander,S-2D,1.0
Aero Commander,S-2R,3.0
Aero Commander,S2R,14.0
Aero Commander,S2R Thrush,0.0
Aero Commander,S2R-T34,0.0
Aero Commander,ST-R,1.0
Aero Commander,THRUSH S2R,0.0
Aero Comp Inc,COMP-AIR-6,2.0
Aero Design Eleven,12,0.0
Aero Designs,PULSAR,0.0
Aero Eli Servizi,Yo-Yo 222,1.0
"Aero Falcon Intl., Inc.",KNIGHT FALCON,1.0
Aero Mercantil S.a.,GAVILAN 358 EL-1,1.0
Aero Mirage,TC-2,2.0
Aero Partners One Llc,CA 7SL,1.0
Aero SP Z O O (Gobosh),AT-4 LSA,0.0
"Aero Tek, Inc.",ZUNI,0.0
Aero Vodochody,L-39,1.0
Aero Vodochody,L-39C,3.0
Aero Vodochody,L-39MS,6.0
Aero Vodochody,L-39ZO,1.0
Aero Vodochody,L39,2.0
Aero Vodochody,L39C,1.0
Aero Vodochody Aero Works,L39C,1.0
Aero Vodochody Aero. Works,L-29,2.0
Aero Vodochody Aero. Works,L-29 Delfin,2.0
Aero Vodochody Aero. Works,L-39,0.0
Aero Vodochody Aero. Works,L-39C,7.0
Aero Vodochody Aero. Works,L-39CT,2.0
Aero Works,Aero Lite 103,0.0
AeroFab,Lake LA-250,2.0
Aerodynamics .,HAWK MKII,0.0
Aerodyne,VECTOR 727 SENIOR,2.0
Aerofab Inc.,4/210,0.0
Aerofab Inc.,LAKE 250,3.0
Aerofab Inc.,LAKE LA 4-200,0.0
Aerofab Inc.,LAKE LA-250,3.0
Aerofab Inc.,LAKE LA-4-250,2.0
Aerofab Inc.,Lake Seawolf,0.0
"Aerofab, Inc.",Lake 250,1.0
Aeromot,AMT-200,0.0
Aeromot,AMT-300,2.0
Aeromot,AURA,0.0
Aeronca,0-58B,4.0
Aeronca,058B,0.0
Aeronca,11 AC,0.0
Aeronca,11-AC,3.0
Aeronca,11AC,42.0
Aeronca,11AC-991,0.0
Aeronca,11BC,8.0
Aeronca,11CC,5.0
Aeronca,15 AC SEDAN,0.0
Aeronca,15AC,11.0
Aeronca,50F,0.0
Aeronca,60-TF,0.0
Aeronca,65,1.0
Aeronca,65 C,0.0
Aeronca,65-C,8.0
Aeronca,65-CA,6.0
Aeronca,65-LA,0.0
Aeronca,65-LB,1.0
Aeronca,65-TAC,6.0
Aeronca,65-TAC (L-3),0.0
Aeronca,65-TAF,0.0
Aeronca,65-TC,2.0
Aeronca,65-TF,2.0
Aeronca,65-TL,1.0
Aeronca,65CA,2.0
Aeronca,65TL,1.0
Aeronca,7-AC,1.0
Aeronca,7-EC,0.0
Aeronca,7AC,170.0
Aeronca,7AC CHAMP,0.0
Aeronca,7AC-EC,0.0
Aeronca,7BCM,12.0
Aeronca,7BCM L-16A,2.0
Aeronca,7CCM,10.0
Aeronca,7CCM-200,0.0
Aeronca,7DC,6.0
Aeronca,7EC,6.0
Aeronca,7ECA,0.0
Aeronca,7FC,2.0
Aeronca,7GC,1.0
Aeronca,7GCB,2.0
Aeronca,7JC,0.0
Aeronca,7KCAB,0.0
Aeronca,AC7B,2.0
Aeronca,AR-15,0.0
Aeronca,AR-58,2.0
Aeronca,AR-58-058B,1.0
Aeronca,AR11,0.0
Aeronca,BL-7-AC,1.0
Aeronca,BL-7AC,1.0
Aeronca,BL7-AC,1.0
Aeronca,C-3,5.0
Aeronca,C3,3.0
Aeronca,CH-7A,2.0
Aeronca,CHAMP 7AC,2.0
Aeronca,CHAMPION 7AC,1.0
Aeronca,CHAMPION 7BCM,2.0
Aeronca,CHAMPION 7CCM,2.0
Aeronca,CHAMPION 7GCBC,0.0
Aeronca,CHIEF 65-CA,0.0
Aeronca,Champ 7AC,0.0
Aeronca,Champion,0.0
Aeronca,KCA,0.0
Aeronca,L-3B,2.0
Aeronca,L-3C,1.0
Aeronca,L16A,0.0
Aeronca,L3B,0.0
Aeronca,O-58A,0.0
Aeronca,O-58B,12.0
Aeronca,O58B,1.0
Aeronca,S-65-CA,2.0
Aeronca,S11BC,0.0
Aeronca,S15AC,0.0
Aeronca,S7CCM,2.0
Aeronca,S7EC,0.0
Aeronca,SEDAN 15AC,0.0
Aeronca,SEDAN AR-15,0.0
Aeronca Aircraft Corporation,7AC,0.0
Aeronca Champ,7EC,0.0
Aeronca Champion,7AC,0.0
Aeronca-bubeck Irving,BUBECK-AERONCA,1.0
Aeronca/bubeck,Bubeck-Aeronca,0.0
Aeroprakt,A-22,0.0
Aeroprakt,A-22 VALOR,0.0
Aeropro CZ,A240,0.0
Aeropro CZ,Eurofox,2.0
Aeros,Venture,0.0
Aeros LTD,Venture,0.0
Aerospace,ATR-42-300,0.0
Aerospace Tech. Of Australia,N22B,0.0
Aerospace Tech. Of Australia,N24A,15.0
Aerospatiale,315B,1.0
Aerospatiale,316B,0.0
Aerospatiale,316B ALOUETTE III,0.0
Aerospatiale,341G,0.0
Aerospatiale,350 B1,3.0
Aerospatiale,350-B,0.0
Aerospatiale,350B,0.0
Aerospatiale,350B1,2.0
Aerospatiale,350D,3.0
Aerospatiale,355,3.0
Aerospatiale,A-300B4,0.0
Aerospatiale,ALOUETTE 3,6.0
Aerospatiale,AS 315B,0.0
Aerospatiale,AS 350 ASTAR,0.0
Aerospatiale,AS 350B,5.0
Aerospatiale,AS 350B-2,5.0
Aerospatiale,AS 350D,1.0
Aerospatiale,AS 355 F,0.0
Aerospatiale,AS 355 F ECUREUIL,0.0
Aerospatiale,AS 355F,7.0
Aerospatiale,AS 355F-1,0.0
Aerospatiale,AS 355F1,7.0
Aerospatiale,AS 355F2,4.0
Aerospatiale,AS 365 N-2,0.0
Aerospatiale,AS-332L,0.0
Aerospatiale,AS-341G,0.0
Aerospatiale,AS-350,2.0
Aerospatiale,AS-350-B,4.0
Aerospatiale,AS-350-B2,8.0
Aerospatiale,AS-350-B3,1.0
Aerospatiale,AS-350-BA,4.0
Aerospatiale,AS-350-D,2.0
Aerospatiale,AS-350B,27.0
Aerospatiale,AS-350B1,5.0
Aerospatiale,AS-350B2,0.0
Aerospatiale,AS-350BA,2.0
Aerospatiale,AS-350BII,2.0
Aerospatiale,AS-350D,33.0
Aerospatiale,AS-355,5.0
Aerospatiale,AS-355-F,0.0
Aerospatiale,AS-355-F1,5.0
Aerospatiale,AS-355-F2,1.0
Aerospatiale,AS-355E,0.0
Aerospatiale,AS-355F,11.0
Aerospatiale,AS-355F-1,12.0
Aerospatiale,AS-355F1,0.0
Aerospatiale,AS-365-N2,1.0
Aerospatiale,AS315B,1.0
Aerospatiale,AS332,10.0
Aerospatiale,AS350,5.0
Aerospatiale,AS350 BA,0.0
Aerospatiale,AS350-B,0.0
Aerospatiale,AS350-B2,1.0
Aerospatiale,AS350-B3,2.0
Aerospatiale,AS350-BH,0.0
Aerospatiale,AS350-D,1.0
Aerospatiale,AS350B,18.0
Aerospatiale,AS350B2,4.0
Aerospatiale,AS350B3,0.0
Aerospatiale,AS350BA,24.0
Aerospatiale,AS350D,46.0
Aerospatiale,AS350D ASTAR,4.0
Aerospatiale,AS355,2.0
Aerospatiale,AS355F,7.0
Aerospatiale,AS355F-1,1.0
Aerospatiale,AS355F1,5.0
Aerospatiale,AS355F2,0.0
Aerospatiale,AS35OD,2.0
Aerospatiale,AS365N,0.0
Aerospatiale,ATR 42-300,1.0
Aerospatiale,ATR 42-320,0.0
Aerospatiale,ATR 72-212,3.0
Aerospatiale,ATR-42,0.0
Aerospatiale,ATR-42-2000,0.0
Aerospatiale,ATR-42-300,9.0
Aerospatiale,ATR-42-320,5.0
Aerospatiale,ATR-42-500,1.0
Aerospatiale,ATR-72,0.0
Aerospatiale,ATR-72-12,0.0
Aerospatiale,ATR-72-212,5.0
Aerospatiale,ATR42-300,0.0
Aerospatiale,ATR72-212,1.0
Aerospatiale,CONCORDE VERSION 101,119.0
Aerospatiale,Concorde,0.0
Aerospatiale,ND-26,0.0
Aerospatiale,S350D,2.0
Aerospatiale,SA 315,1.0
Aerospatiale,SA 315 B,1.0
Aerospatiale,SA 315B,6.0
Aerospatiale,SA 316B,4.0
Aerospatiale,SA 360C,2.0
Aerospatiale,SA-315,1.0
Aerospatiale,SA-315-B,1.0
Aerospatiale,SA-315B,13.0
Aerospatiale,SA-316 ALOUETTE,1.0
Aerospatiale,SA-316B,7.0
Aerospatiale,SA-318C,0.0
Aerospatiale,SA-319B,2.0
Aerospatiale,SA-330J,15.0
Aerospatiale,SA-341G,9.0
Aerospatiale,SA-360C,13.0
Aerospatiale,SA-365-N2,6.0
Aerospatiale,SA315-D LAMA,1.0
Aerospatiale,SA315B,25.0
Aerospatiale,SA315B (LAMA),1.0
Aerospatiale,SA315B LAMA,1.0
Aerospatiale,SA316B,41.0
Aerospatiale,SA318C,1.0
Aerospatiale,SA319B,0.0
Aerospatiale,SA319B Alouette III,1.0
Aerospatiale,SA330J,2.0
Aerospatiale,SA341G,7.0
Aerospatiale,SA360C DAUPHIN,5.0
Aerospatiale,SA365-N1,2.0
Aerospatiale,SA365N,3.0
Aerospatiale,SE 3180,0.0
Aerospatiale,SE 318C,1.0
Aerospatiale,SE316B,1.0
Aerospatiale,SF3130,0.0
Aerospatiale,SN-601,0.0
Aerospatiale,TB-10,4.0
Aerospatiale,TB-20,3.0
Aerospatiale,TB-21,7.0
Aerospatiale,TB-9,3.0
Aerospatiale,TB20,1.0
Aerospatiale,TB21,0.0
Aerospatiale/socata,TB-10,4.0
Aerospool,WT10,4.0
Aerosport,CHAMP,0.0
Aerosport,QUAIL,1.0
Aerosport,SCAMP,1.0
Aerosport,SCAMP WT-B1,1.0
Aerosport,WS-15-2,0.0
Aerosports Connection,FB-582,0.0
Aerostar,600,0.0
Aerostar,600A,1.0
Aerostar,601,1.0
Aerostar,601P,6.0
Aerostar,602P,4.0
Aerostar,AX-9,1.0
Aerostar,AX-9 - S-66A,1.0
Aerostar,PA-60-601P,0.0
Aerostar,PA-60-700P,0.0
Aerostar,RALLY RX-7,1.0
Aerostar,RALLY RX-8,3.0
Aerostar,RAVEN 557A,0.0
Aerostar,RAVEN 560,1.0
Aerostar,RAVEN S-60,1.0
Aerostar,RAVEN S49A,1.0
Aerostar,RAVEN S57-A,4.0
Aerostar,RX 8,2.0
Aerostar,RX-7,8.0
Aerostar,RX-8,15.0
Aerostar,RX-9,6.0
Aerostar,RX7,2.0
Aerostar,RX8,1.0
Aerostar,RXS-8,5.0
Aerostar,RXS8,1.0
Aerostar,Raven S57-A,3.0
Aerostar,S-55A,3.0
Aerostar,S-57A,1.0
Aerostar,S-60A,11.0
Aerostar,S-66A,10.0
Aerostar,S-71A,0.0
Aerostar,S-77A,16.0
Aerostar,S-81-A,8.0
Aerostar,S-81A,1.0
Aerostar,S49A,2.0
Aerostar,S53H,0.0
Aerostar,S57-A,3.0
Aerostar,S60A,0.0
Aerostar,S81A,19.0
Aerostar,SA-60A,4.0
Aerostar,SP-1,0.0
Aerostar Aircraft Corporation,PA-60-601P,1.0
Aerostar International,RX 7,2.0
Aerostar International,RX 8,3.0
Aerostar International,RX-8,1.0
Aerostar International,S-77A,2.0
Aerostar International,S66A-3060,2.0
Aerostar International Inc,RXS-8,3.0
Aerostar International Inc,S81A,1.0
Aerostar International Inc.,S-55A,1.0
Aerostar International Inc.,S-60S,1.0
Aerostar International Inc.,S-71A,0.0
Aerostar International Inc.,S53A,2.0
Aerostar International Inc.,S81A,1.0
"Aerostar International, Inc.",RX 8,1.0
"Aerostar, S.a",600,5.0
"Aerostar, S.a",YAK 52,1.0
"Aerostar, S.a",Yak-52TW,2.0
Aerostar-raven,S-60-A,1.0
Aerotechnik,L-13,0.0
Aerotechnik,L-13 SEH VIVAT,2.0
Aerotechnik,Sportstar-Evektor,2.0
Aerotek,PITTS - S2S,1.0
Aerotek,PITTS S-1,1.0
Aerotek,PITTS S-1S,1.0
Aerotek,PITTS S-1T,0.0
Aerotek,PITTS S-2A,14.0
Aerotek,PITTS S-2B,4.0
Aerotek,PITTS S-2S,1.0
Aerotek,PITTS S2A,3.0
Aerotek,PITTS S2S,1.0
Aerotek,PITTS SPECIAL S-1S,2.0
Aerotek,PITTS-S-1S,1.0
Aerotek,PITTS-S2A,1.0
Aerotek,Pitts S-2A,2.0
Aerotek,Pitts S2,1.0
Aerotek,Pitts Special S-1S,0.0
Aerotek,S-2A,0.0
Aerotek,ZUNI,2.0
Aerotek-pitts,S-2A,0.0
Aerotrek,A220,0.0
Aerotrike,DPS,2.0
Aerotrike,Naked Cobra,1.0
Aerotrike,Safari,1.0
Aerotrike,Spirit,1.0
Ag-cat Corporation,G-164B,0.0
Ageton,MXL Sport II,1.0
Agin Jeffrey T,RV-4,1.0
Agusta,109A,0.0
Agusta,109E,3.0
Agusta,119A,1.0
Agusta,A-109-K2,3.0
Agusta,A-109E,0.0
Agusta,A.109 Mk.II,0.0
Agusta,A109,6.0
Agusta,A109-E,0.0
Agusta,A109A,3.0
Agusta,A109A II,10.0
Agusta,A109A MKII,5.0
Agusta,A109AII,7.0
Agusta,A109C,4.0
Agusta,A109E,2.0
Agusta,A109K2,2.0
Agusta,A119,7.0
Agusta,AGUSTA AW169,5.0
Agusta,AW109,6.0
Agusta,AW139,7.0
Agusta,F.260D,1.0
Agusta Spa,SF 260D,0.0
Agusta-bell,AB 206A,3.0
Agusta/Westland,A109S,2.0
AgustaWestland,AW139,0.0
AgustadWestland,AW139,0.0
Ainsworth,Lancair 4P Turbine,2.0
Air,AT301,0.0
Air & Space,18-A,0.0
Air & Space,18A,7.0
Air & Space,GYROPLANE 18A,0.0
Air & Space.,18A,1.0
Air Borne Windsports Pty. Ltd.,Edge Wing X,1.0
Air Command,447,1.0
Air Command,503,2.0
Air Command,532,4.0
Air Command,532 ELITE,0.0
Air Command,532E,1.0
Air Command,CDR ELITE 532,1.0
Air Command,COMMANDER,0.0
Air Command,Commander Elite,1.0
Air Command,ELITE 532,1.0
Air Command,GYROCOPTER,1.0
Air Command,UNKNOWN,1.0
Air Command,Unknown,2.0
"Air Command International, Inc",C-147A,1.0
Air Creation,Clipper,2.0
Air Creation,Clipper 912,4.0
Air Creation,GTX TRIKE,1.0
Air Creation/Sides Rick A,MANTA 503,1.0
Air Creations,Tanarg 912,2.0
Air Tractor,301,6.0
Air Tractor,301-300,0.0
Air Tractor,301A,3.0
Air Tractor,400,1.0
Air Tractor,401,0.0
Air Tractor,401-0860,0.0
Air Tractor,401B,1.0
Air Tractor,402,2.0
Air Tractor,402A,0.0
Air Tractor,402B,0.0
Air Tractor,502,1.0
Air Tractor,502A,1.0
Air Tractor,502B,6.0
Air Tractor,AT 301,1.0
Air Tractor,AT 400,1.0
Air Tractor,AT 400A,0.0
Air Tractor,AT 401,1.0
Air Tractor,AT 402,0.0
Air Tractor,AT 502,3.0
Air Tractor,AT 602,2.0
Air Tractor,AT- 401,1.0
Air Tractor,AT-300,0.0
Air Tractor,AT-301,59.0
Air Tractor,AT-301A,3.0
Air Tractor,AT-301B,1.0
Air Tractor,AT-302,2.0
Air Tractor,AT-400,11.0
Air Tractor,AT-400A,3.0
Air Tractor,AT-401,25.0
Air Tractor,AT-401-B,0.0
Air Tractor,AT-401B,3.0
Air Tractor,AT-402,7.0
Air Tractor,AT-402A,7.0
Air Tractor,AT-402B,3.0
Air Tractor,AT-501,0.0
Air Tractor,AT-501W,1.0
Air Tractor,AT-502,25.0
Air Tractor,AT-502A,3.0
Air Tractor,AT-502B,18.0
Air Tractor,AT-503A,2.0
Air Tractor,AT-504,0.0
Air Tractor,AT-602,7.0
Air Tractor,AT-802,1.0
Air Tractor,AT-802 A,0.0
Air Tractor,AT-802A,5.0
Air Tractor,AT-802F,0.0
Air Tractor,AT301,8.0
Air Tractor,AT301-A,1.0
Air Tractor,AT301A,1.0
Air Tractor,AT400,1.0
Air Tractor,AT401,1.0
Air Tractor,AT401B,0.0
Air Tractor,AT402,0.0
Air Tractor,AT502,10.0
Air Tractor,AT502B,2.0
Air Tractor,AT602,0.0
Air Tractor,AT802,6.0
Air Tractor,AT802A,1.0
Air Tractor,At-301,0.0
Air Tractor,G-164A,0.0
Air Tractor Inc,AT-502,0.0
Air Tractor Inc,AT-502B,0.0
Air Tractor Inc.,AT-301,0.0
Air Tractor Inc.,AT-502,0.0
Air Tractor Inc.,AT-802,2.0
Air Tractor Inc.,AT-802A,2.0
"Air Tractor, Inc.",AT-400,1.0
Air Trans. Inc,WHITE LIGHTNING,1.0
Air Trikes,Tourist,2.0
AirBorne WindSport,Edge XT-912-L,4.0
AirIndus,Thorpedo T211,0.0
Airborne,Edge,1.0
Airborne,Redback,1.0
Airborne America,AX9-140,4.0
Airborne Windsports,Edge X,2.0
Airborne Windsports Ltd,Classic,2.0
Airborne Windsports PTY LTD,Edge X,1.0
Airborne Windsports PTY LTD,Edge XT 912,1.0
Airbus,A-300-B4,0.0
Airbus,A-320,0.0
Airbus,A-320-200,0.0
Airbus,A-320-232,0.0
Airbus,A300,0.0
Airbus,A310,0.0
Airbus,A310-304,26.0
Airbus,A319,5.0
Airbus,A319-131,1.0
Airbus,A320,117.0
Airbus,A320-211,0.0
Airbus,A320-214,0.0
Airbus,A320-232,0.0
Airbus,A321,1.0
Airbus,A321-231,0.0
Airbus,A330,10.0
Airbus,A340,0.0
Airbus,A340-300,0.0
Airbus Helicopters,AS350-B3,6.0
Airbus Helicopters,AS355,0.0
Airbus Helicopters (Eurocopte,EC-130-B4,1.0
Airbus Helicopters Deutschland,MBB-BK 117 B-2,5.0
Airbus Industrie,300-200,2.0
Airbus Industrie,300-600,0.0
Airbus Industrie,300B4-200,0.0
Airbus Industrie,319,11.0
Airbus Industrie,319-131,1.0
Airbus Industrie,320-200,0.0
Airbus Industrie,330-301,0.0
Airbus Industrie,A 310,179.0
Airbus Industrie,A-300,2.0
Airbus Industrie,A-300 B4-203,1.0
Airbus Industrie,A-300-600,14.0
Airbus Industrie,A-300-600ER,0.0
Airbus Industrie,A-300-600R,35.0
Airbus Industrie,A-300-605R,12.0
Airbus Industrie,A-300-B4-103,22.0
Airbus Industrie,A-300-B4-203,1.0
Airbus Industrie,A-300B4-203,5.0
Airbus Industrie,A-300B4-2C,21.0
Airbus Industrie,A-300B4-605R,88.0
Airbus Industrie,A-310,4.0
Airbus Industrie,A-310-200,0.0
Airbus Industrie,A-310-222,0.0
Airbus Industrie,A-310-324,0.0
Airbus Industrie,A-319,0.0
Airbus Industrie,A-319-112,3.0
Airbus Industrie,A-319-114,9.0
Airbus Industrie,A-320,0.0
Airbus Industrie,A-320-211,0.0
Airbus Industrie,A-320-212,0.0
Airbus Industrie,A-320-231,13.0
Airbus Industrie,A-320-232,2.0
Airbus Industrie,A-340,0.0
Airbus Industrie,A-340-200,6.0
Airbus Industrie,A-340-300,0.0
Airbus Industrie,A300,0.0
Airbus Industrie,A300 B4-203,0.0
Airbus Industrie,A300-600,0.0
Airbus Industrie,A300-600F,0.0
Airbus Industrie,A300B4-203,1.0
Airbus Industrie,A300B4-2C,30.0
Airbus Industrie,A300B4-605R,290.0
Airbus Industrie,A300B4-62R,0.0
Airbus Industrie,A300F4-605R,0.0
Airbus Industrie,A310,35.0
Airbus Industrie,A310-300,183.0
Airbus Industrie,A310-324,30.0
Airbus Industrie,A319,1.0
Airbus Industrie,A319-111,3.0
Airbus Industrie,A319-112,0.0
Airbus Industrie,A319-114,1.0
Airbus Industrie,A319-131,0.0
Airbus Industrie,A319-132,0.0
Airbus Industrie,A320,240.0
Airbus Industrie,A320-200,3.0
Airbus Industrie,A320-211,1.0
Airbus Industrie,A320-212,0.0
Airbus Industrie,A320-231,10.0
Airbus Industrie,A320-232,9.0
Airbus Industrie,A320-233,207.0
Airbus Industrie,A320-321,1.0
Airbus Industrie,A320-322,0.0
Airbus Industrie,A330,0.0
Airbus Industrie,A330-200,9.0
Airbus Industrie,A330-223,0.0
Airbus Industrie,A330-301,0.0
Airbus Industrie,A330-323,4.0
Airbus Industrie,A340-300,45.0
Airbus Industrie,A340-311,0.0
Airbus Industrie,AE 340-300,8.0
Airbus Industries,A319-111,0.0
Aircoupe,415-C,1.0
Aircoupe,415D,2.0
Aircoupe,A-2-DEX,0.0
Aircoupe,ALON A2A,2.0
Aircoupe,F-1,0.0
Aircoupe,F-1A,0.0
Aircraft Mfg & Design LLC,CH750 STOL,0.0
Aircraft Mfg & Dev. Co.,CH 2000,0.0
Aircraft Mfg & Dev. Co. (AMD),CH601XLi,2.0
Aircraft Mfg & Dev. Co. (amd),Aleros CH 2000,0.0
Aircraft Mfg & Dev. Co. (amd),CH 2000,0.0
Aircraft Mfg & Dev. Co. (amd),CH-2000,1.0
Aircraft Mfg & Dev. Co. (amd),CH2000,2.0
Aircraft Mfg & Dev. Co. (amd),CH2T,0.0
Aircraft Mfg & Dev. Co. (amd),CH601XL SLSA,2.0
Aircraft Mfg & Development Co.,Alarus CH2T,1.0
Aircraft Parts & Dev. Corp,A-9B,0.0
Airframes Unlimited,Powered Parachute,1.0
Airframes Unlimited,USA-1B,0.0
Airmass,SUNBURST,4.0
Airmass,SUNBURST B,1.0
Airmass,SUNBURST MODEL B,1.0
Airmate,HP-10,1.0
"Airnew, Inc.",QUESTAIR,1.0
Airplane Factory,Sport Light,0.0
Airship Industries,AIRSHIP 600,0.0
Airship Industries,SKYSHIP,0.0
Akers Douglas,RA40 Defiant,1.0
Akins,STINGER,1.0
Akro Tech Aviation Inc. Giles,G-300,1.0
Al White,BREEZY AWY,1.0
Alan Wilson,Tandum Air Bike,0.0
Albrecht,POLYWAGON,1.0
Albrecht,SEA REY,1.0
Alderfer,GYROPLANE,1.0
Aleson,QUICKIE Q2,0.0
Alexander,AS-K13,0.0
Alexander,Lancair 320,0.0
Alexander,MA-5 Charger,0.0
Alexander,RV-4,2.0
Alexander,VAN'S RV-8,1.0
Alexander Schleicher,ASW-24,1.0
Alexander Schleicher,Unknown,0.0
Alexander Volksplane,VP-1,0.0
Alfred,Long-EZ,1.0
Alfred F. Dibernardino,RV-6A,0.0
Alfred Stevens,KEN RAND KR-2,0.0
Alisport,SILENT 2,1.0
Alkire,PIETENPOL,1.0
Allan R. Goldman,DRAGONFLY,0.0
Allegro,2000,2.0
Allen,MUSTANG II,2.0
Allen,PITTS SPECIAL S-1,1.0
Allen,Rotorway 162F,0.0
Allen,SA-300,0.0
Allen D. Potts,WAG-A-BOND,1.0
Allen-charles,BARRACUDA,0.0
Allen-wayne Pitts,S-1E,2.0
Allenberg,Swick BC 12-D,2.0
Allensworth,Baby Belle,1.0
Alleva,STARDUSTER SA300,2.0
Alliant,XLT-582,1.0
Allied Ag Cat Productions,G-164A,1.0
"Allied Ag Cat Productions, Inc",G-164A,0.0
"Allied Ag Cat Productions, Inc",G-164B,1.0
Allison,KR-2,1.0
Allstar Pzl,SZD 51-1 Junior,1.0
Alon,415-A2,1.0
Alon,A-2,5.0
Alon,A-2 (Aircoupe),2.0
Alon,A-2A,4.0
Alon,A2,8.0
Alon,A2 Ercoupe,0.0
Alon,A2A,1.0
Alon,AIRCOUPE,0.0
Alon,AIRCOUPE A-2,2.0
Alon,ERCOUPE,2.0
Alon Aircoupe,A2-A,2.0
Alson G. Siler,CH-701,1.0
Althouse,RAF 2000 GTX,2.0
Alvin D. Campbell,KR-2,2.0
Alvin R. Kemmet,TANGO 2,2.0
Amateur Built,BARNETT J3,0.0
Amateur Built,EENIE TWO,1.0
Amateur Built,QUICKIE Q2,3.0
Amateur Built,THORP T-18,1.0
